GeneName;ID;baseMean;log2FC;pval;padj
Glrx3;ENSMUSG00000031068;41.66623809;-0.101604432;0.644339076;0.99995239
Ankrd42;ENSMUSG00000041343;3.885660654;0.486044923;0.644365938;0.99995239
Psmb6;ENSMUSG00000018286;66.41490748;-0.070071554;0.644375579;0.99995239
Rara;ENSMUSG00000037992;46.98660421;0.180046081;0.644382087;0.99995239
Mrps31;ENSMUSG00000031533;32.04175554;-0.123048227;0.644391677;0.99995239
Ttc21b;ENSMUSG00000034848;34.19381375;0.202370751;0.644397634;0.99995239
Dlgap1;ENSMUSG00000003279;7.233306755;-0.32298766;0.644753648;0.99995239
Man2c1;ENSMUSG00000032295;19.42830327;-0.172918159;0.644882187;0.99995239
Meaf6;ENSMUSG00000028863;18.77072993;0.25453833;0.644899561;0.99995239
Osbpl7;ENSMUSG00000038534;9.08646799;0.340858639;0.644957727;0.99995239
Cklf;ENSMUSG00000054400;11.1787468;0.313193715;0.644962515;0.99995239
Mad2l1;ENSMUSG00000029910;100.429383;0.138463127;0.64496646;0.99995239
Srp19;ENSMUSG00000014504;31.86241736;0.207533181;0.644977156;0.99995239
Snx27;ENSMUSG00000028136;120.8141566;-0.039203192;0.644995012;0.99995239
Mrpl58;ENSMUSG00000018858;12.13521712;-0.234091041;0.64500838;0.99995239
Bnip2;ENSMUSG00000011958;141.1989302;-0.032636957;0.645070371;0.99995239
Nkiras2;ENSMUSG00000017837;19.18918569;-0.174160561;0.64513711;0.99995239
Cln5;ENSMUSG00000022125;42.86182598;0.185813776;0.645222074;0.99995239
Zfp994;ENSMUSG00000096433;21.2814645;0.242132671;0.645224229;0.99995239
Tmem39b;ENSMUSG00000053730;12.3145553;-0.231668831;0.645306785;0.99995239
Bicdl1;ENSMUSG00000041609;2.988969734;-0.550480953;0.645395359;0.99995239
Tmub2;ENSMUSG00000034757;41.24778232;-0.101860853;0.645452181;0.99995239
Gm37963;ENSMUSG00000104399;2.450955181;0.588266044;0.64550099;0.99995239
Tgtp1;ENSMUSG00000078922;2.450955181;0.588266044;0.64550099;0.99995239
Flvcr2;ENSMUSG00000034258;8.249556465;0.35408459;0.645622959;0.99995239
Gm42659;ENSMUSG00000105655;1.733602445;0.680179085;0.645632486;0.99995239
P2ry2;ENSMUSG00000032860;1.733602445;0.680179085;0.645632486;0.99995239
Dclre1a;ENSMUSG00000025077;45.85079571;0.181145392;0.645645933;0.99995239
Npas3;ENSMUSG00000021010;3.048749128;0.536427112;0.645669273;0.99995239
Fbxw17;ENSMUSG00000037816;12.61345228;-0.227793345;0.645751726;0.99995239
Eid2;ENSMUSG00000046058;2.510734576;-0.610886192;0.645830401;0.99995239
Gm10101;ENSMUSG00000061510;2.510734576;-0.610886192;0.645830401;0.99995239
Anapc15;ENSMUSG00000030649;12.73301106;-0.226296884;0.64591222;0.99995239
Atg4a;ENSMUSG00000079418;18.23271537;-0.179468077;0.646047635;0.99995239
Egr3;ENSMUSG00000033730;5.081248547;-0.398477859;0.646049584;0.99995239
Kdsr;ENSMUSG00000009905;41.00866474;-0.102009749;0.646089839;0.99995239
Pdcd11;ENSMUSG00000025047;151.6603243;-0.02955593;0.646138719;0.99995239
Hmbox1;ENSMUSG00000021972;63.12704077;-0.07245701;0.646229211;0.99995239
Gm12960;ENSMUSG00000100514;1.912940629;0.65137069;0.646400641;0.99995239
Cnot3;ENSMUSG00000035632;76.93608094;-0.060940856;0.646412433;0.99995239
Slc43a1;ENSMUSG00000027075;1.733602445;-0.764605758;0.64642729;0.99995239
Wnt7a;ENSMUSG00000030093;1.733602445;-0.764605758;0.64642729;0.99995239
Gm17251;ENSMUSG00000090952;1.733602445;-0.764605758;0.64642729;0.99995239
D130017N08Rik;ENSMUSG00000097287;2.092278813;0.627057233;0.646552292;0.99995239
Osr1;ENSMUSG00000048387;14.76551048;0.278863752;0.646553198;0.99995239
Gatc;ENSMUSG00000029536;31.08528523;-0.124502988;0.646663617;0.99995239
Ppp1r11;ENSMUSG00000036398;52.84498489;0.171721289;0.646774955;0.99995239
Ighmbp2;ENSMUSG00000024831;22.71616997;-0.154552276;0.646827024;0.99995239
Trip13;ENSMUSG00000021569;28.63433005;-0.13180867;0.646857657;0.99995239
Ppil4;ENSMUSG00000015757;78.07188944;0.149939882;0.64689931;0.99995239
Zkscan1;ENSMUSG00000029729;108.4398219;-0.04352751;0.646900501;0.99995239
Rdh5;ENSMUSG00000025350;4.304116416;-0.439119844;0.646941413;0.99995239
Pdik1l;ENSMUSG00000050890;16.73823051;-0.189024494;0.647057643;0.99995239
Plgrkt;ENSMUSG00000016495;38.0794744;0.193263174;0.647078409;0.99995239
Mex3d;ENSMUSG00000048696;33.23734344;0.203252855;0.647161342;0.99995239
Usmg5;ENSMUSG00000071528;51.649397;-0.084922945;0.64726713;0.99995239
Map3k14;ENSMUSG00000020941;15.60242201;-0.197565165;0.647403784;0.99995239
Prkra;ENSMUSG00000002731;15.18396625;-0.201048307;0.647419834;0.99995239
Brpf1;ENSMUSG00000001632;60.85542377;0.16314957;0.647449225;0.99995239
Wdr19;ENSMUSG00000037890;53.02432307;-0.083070431;0.647495906;0.99995239
Ly6c1;ENSMUSG00000079018;9.624482542;-0.26791529;0.647676296;0.99995239
Atg5;ENSMUSG00000038160;40.4108708;-0.102389769;0.64768907;0.99995239
Wwtr1;ENSMUSG00000027803;301.4077079;0.099656524;0.647727235;0.99995239
Sgms1;ENSMUSG00000040451;46.86704542;-0.091346766;0.64796142;0.99995239
Ccdc58;ENSMUSG00000075229;21.99881724;-0.157168225;0.648008726;0.99995239
Mgat5;ENSMUSG00000036155;61.15432075;-0.073732;0.648028286;0.99995239
Gabra2;ENSMUSG00000000560;6.27683644;-0.347851786;0.648102466;0.99995239
Mtpap;ENSMUSG00000024234;20.02609721;0.246239384;0.648145835;0.99995239
Gnaz;ENSMUSG00000040009;4.363895811;-0.433484309;0.648186665;0.99995239
Arhgef3;ENSMUSG00000021895;21.69992027;-0.158310736;0.648485947;0.99995239
Skida1;ENSMUSG00000054074;10.1027177;0.323470699;0.648570255;0.99995239
Wnt7b;ENSMUSG00000022382;1.434705472;0.730805158;0.648573555;0.99995239
Vwa5b2;ENSMUSG00000046613;4.662792784;0.445402939;0.648646029;0.99995239
Gm3362;ENSMUSG00000085442;2.570513971;-0.595923924;0.648675037;0.99995239
Znhit2;ENSMUSG00000075227;6.336615835;-0.3450386;0.648733735;0.99995239
Rrp1b;ENSMUSG00000058392;32.40043191;-0.119779817;0.648767824;0.99995239
Fkrp;ENSMUSG00000048920;7.771321307;-0.304501711;0.648768199;0.99995239
Zfp933;ENSMUSG00000059423;22.23793482;0.236040466;0.64876899;0.99995239
Dhrs1;ENSMUSG00000002332;49.61689758;-0.087016764;0.64880222;0.99995239
Slc38a7;ENSMUSG00000036534;49.55711818;-0.087029436;0.648969374;0.99995239
Itgb1bp1;ENSMUSG00000062352;23.73241968;0.230034253;0.649026907;0.99995239
Faf1;ENSMUSG00000010517;104.3748231;-0.044679249;0.649082363;0.99995239
Ap1b1;ENSMUSG00000009090;93.37541448;-0.050010382;0.649089446;0.99995239
Gm10052;ENSMUSG00000058922;7.831100702;-0.302617844;0.649166924;0.99995239
Kdm1b;ENSMUSG00000038080;36.22631317;-0.110270382;0.649190582;0.99995239
Slc9a3r1;ENSMUSG00000020733;86.85946046;0.143997506;0.649225699;0.99995239
Rnf11;ENSMUSG00000028557;159.1327486;-0.027008017;0.64922782;0.99995239
Gm10827;ENSMUSG00000096977;3.70632247;-0.476157223;0.649480957;0.99995239
Hist3h2a;ENSMUSG00000078851;3.70632247;-0.476157223;0.649480957;0.99995239
Tmem81;ENSMUSG00000048174;7.532203728;0.364022827;0.649540786;0.99995239
Acbd5;ENSMUSG00000026781;64.56174624;-0.069886034;0.649543362;0.99995239
Dnajb9;ENSMUSG00000014905;61.93145288;-0.072378113;0.649580629;0.99995239
Zfp687;ENSMUSG00000019338;68.80608327;0.155657554;0.649583539;0.99995239
Gm5532;ENSMUSG00000073535;14.5861723;0.278115117;0.649661359;0.99995239
Gm26813;ENSMUSG00000097819;2.152058208;-0.661512265;0.649673122;0.99995239
Gm5112;ENSMUSG00000107868;2.152058208;-0.661512265;0.649673122;0.99995239
Foxc2;ENSMUSG00000046714;2.152058208;-0.661512265;0.649673122;0.99995239
Rnf125;ENSMUSG00000033107;2.152058208;-0.661512265;0.649673122;0.99995239
Pgpep1;ENSMUSG00000056204;53.68189641;-0.081377527;0.649677302;0.99995239
Ewsr1;ENSMUSG00000009079;398.7285625;0.000518957;0.649832093;0.99995239
Msh3;ENSMUSG00000014850;56.43174857;-0.078078853;0.649841546;0.99995239
Kbtbd8;ENSMUSG00000030031;5.679042494;0.408877063;0.64991439;0.99995239
Aaed1;ENSMUSG00000021482;37.95991562;0.192153391;0.650151015;0.99995239
Trp53i13;ENSMUSG00000044328;7.831100702;0.357632784;0.650195773;0.99995239
Ubac2;ENSMUSG00000041765;49.79623576;0.174018797;0.650405596;0.99995239
Chst3;ENSMUSG00000057337;5.439924915;0.415655595;0.650495981;0.99995239
Crabp2;ENSMUSG00000004885;5.38014552;-0.378578302;0.650537158;0.99995239
Fbxl20;ENSMUSG00000020883;37.18278348;0.193426251;0.650607234;0.99995239
Purb;ENSMUSG00000094483;415.7059105;0.091483783;0.650634526;0.99995239
Gabarap;ENSMUSG00000018567;164.4531147;0.117471275;0.650677296;0.99995239
Psmd9;ENSMUSG00000029440;42.68248779;-0.09689841;0.650693961;0.99995239
Mertk;ENSMUSG00000014361;4.005219443;0.472070889;0.650807311;0.99995239
Lmbrd2;ENSMUSG00000039704;237.503535;0.105708958;0.650847812;0.99995239
Tmem64;ENSMUSG00000043252;89.31041564;-0.051658589;0.650943453;0.99995239
Mrps14;ENSMUSG00000058267;23.85197847;-0.146939092;0.651022422;0.99995239
Car12;ENSMUSG00000032373;3.766101864;-0.468867187;0.651038718;0.99995239
Gm48062;ENSMUSG00000113852;2.331396392;0.592244327;0.651074821;0.99995239
Ccne2;ENSMUSG00000028212;61.33365893;0.161426552;0.651151569;0.99995239
BC025920;ENSMUSG00000074862;1.79338184;-0.735512847;0.651182746;0.99995239
Tmem17;ENSMUSG00000049904;1.79338184;-0.735512847;0.651182746;0.99995239
Luzp1;ENSMUSG00000001089;130.0799628;0.126006241;0.651206332;0.99995239
Gm45925;ENSMUSG00000112719;3.347646102;0.508412736;0.65124932;0.99995239
Ttc37;ENSMUSG00000033991;61.33365893;-0.072337513;0.651271939;0.99995239
Muc1;ENSMUSG00000042784;8.18977707;-0.291938798;0.651382778;0.99995239
Mill2;ENSMUSG00000040987;2.630293365;-0.581785073;0.651384521;0.99995239
Rab37;ENSMUSG00000020732;2.630293365;-0.581785073;0.651384521;0.99995239
Dzip1l;ENSMUSG00000037784;39.03594472;-0.103308399;0.651394852;0.99995239
Cog3;ENSMUSG00000034893;51.649397;0.171377749;0.651442131;0.99995239
Tubd1;ENSMUSG00000020513;8.727791622;0.34095599;0.651449502;0.99995239
Gm10222;ENSMUSG00000067736;4.4834546;0.449519047;0.651461695;0.99995239
Cyp7b1;ENSMUSG00000039519;4.4834546;0.449519047;0.651461695;0.99995239
Ino80dos;ENSMUSG00000084799;4.543233995;-0.417586682;0.651702433;0.99995239
Pard3;ENSMUSG00000025812;63.78461411;-0.069805035;0.651739864;0.99995239
Gm37752;ENSMUSG00000103385;3.168307918;-0.519068;0.651766915;0.99995239
Uba7;ENSMUSG00000032596;10.99940862;-0.242559716;0.651863568;0.99995239
Prss35;ENSMUSG00000033491;19.30874448;-0.168766136;0.651911201;0.99995239
Timm17a;ENSMUSG00000062580;73.70799363;-0.061418496;0.652007281;0.99995239
Hif1an;ENSMUSG00000036450;72.45262634;-0.062335905;0.652109366;0.99995239
Rnft2;ENSMUSG00000032850;19.12940629;-0.169659169;0.652134832;0.99995239
Gmnn;ENSMUSG00000006715;28.75388884;-0.128461853;0.652169321;0.99995239
D630023F18Rik;ENSMUSG00000044816;1.016249709;0.835987394;0.65220805;0.99995239
Ppif;ENSMUSG00000021868;19.00984751;-0.170264199;0.65228091;0.99995239
Med20;ENSMUSG00000092558;27.37896276;0.216103408;0.65230718;0.99995239
Mphosph6;ENSMUSG00000031843;23.13462574;-0.149177565;0.652380166;0.99995239
Kmt2d;ENSMUSG00000048154;205.5813383;-0.017370837;0.652484209;0.99995239
Gm9776;ENSMUSG00000042857;3.825881259;-0.46183992;0.652543409;0.99995239
Ckb;ENSMUSG00000001270;3.825881259;-0.46183992;0.652543409;0.99995239
Sri;ENSMUSG00000003161;67.84961295;0.155434718;0.65254465;0.99995239
Srf;ENSMUSG00000015605;51.35050002;0.171289351;0.652621203;0.99995239
Magoh;ENSMUSG00000028609;44.05741387;0.180927635;0.652718692;0.99995239
Zwilch;ENSMUSG00000032400;46.68770724;-0.089538746;0.652781052;0.99995239
Bnc2;ENSMUSG00000028487;38.49793017;-0.103685894;0.652855369;0.99995239
Pfdn1;ENSMUSG00000024346;34.7916077;-0.111677988;0.652947712;0.99995239
Gm5577;ENSMUSG00000084950;2.211837603;-0.64214694;0.653143681;0.99995239
Dctn1;ENSMUSG00000031865;171.6864215;-0.023293183;0.653447668;0.99995239
Golga4;ENSMUSG00000038708;107.0051165;-0.042302566;0.653458824;0.99995239
Mdm2;ENSMUSG00000020184;103.7770291;-0.043685131;0.653515575;0.99995239
Ncoa7;ENSMUSG00000039697;25.58558092;-0.138536651;0.653549326;0.99995239
Lztfl1;ENSMUSG00000025245;22.4770524;-0.151358352;0.653591182;0.99995239
Unc13d;ENSMUSG00000057948;3.228087312;-0.509509172;0.653723771;0.99995239
Dock9;ENSMUSG00000025558;63.48571714;0.158594564;0.653840594;0.99995239
Mob3b;ENSMUSG00000073910;12.13521712;-0.226185843;0.653893593;0.99995239
Rbmx;ENSMUSG00000031134;17.45558324;-0.178911482;0.653933951;0.99995239
Cuedc1;ENSMUSG00000018378;30.3081531;-0.122812487;0.653934952;0.99995239
Rnf135;ENSMUSG00000020707;4.064998838;0.465344014;0.653959108;0.99995239
Pcdhgc5;ENSMUSG00000102543;4.064998838;0.465344014;0.653959108;0.99995239
Grk6;ENSMUSG00000074886;66.77358385;-0.066253949;0.654135873;0.99995239
Zxdb;ENSMUSG00000073062;8.727791622;-0.277689637;0.654199202;0.99995239
Lsm14a;ENSMUSG00000066568;119.2598924;-0.037314601;0.65425586;0.99995239
Cyb5r3;ENSMUSG00000018042;348.9323267;0.094994624;0.654268326;0.99995239
Bora;ENSMUSG00000022070;36.16653378;-0.107887731;0.654293481;0.99995239
Ccdc28b;ENSMUSG00000028795;4.543233995;0.443707047;0.654356143;0.99995239
Egr2;ENSMUSG00000037868;4.543233995;0.443707047;0.654356143;0.99995239
Ddx52;ENSMUSG00000020677;79.98483007;-0.05620716;0.654451539;0.99995239
Gde1;ENSMUSG00000033917;21.93903784;-0.153242521;0.654555264;0.99995239
Map3k20;ENSMUSG00000004085;42.86182598;-0.094773523;0.654724997;0.99995239
Naa40;ENSMUSG00000024764;77.53387489;-0.057762968;0.654727325;0.99995239
Yif1b;ENSMUSG00000030588;13.5101432;0.283180363;0.654784298;0.99995239
Frrs1;ENSMUSG00000033386;76.93608094;0.148242749;0.65479643;0.99995239
Nab1;ENSMUSG00000002881;122.846656;0.127371548;0.654858167;0.99995239
Pir;ENSMUSG00000031379;10.0429383;0.319035372;0.655042188;0.99995239
Stau2;ENSMUSG00000025920;24.80844879;-0.140522094;0.655202615;0.99995239
Arpc2;ENSMUSG00000006304;197.9295758;-0.018057001;0.655223727;0.99995239
Gm13456;ENSMUSG00000082536;7.053968571;-0.315336624;0.655247365;0.99995239
Rab6b;ENSMUSG00000032549;14.5263929;0.274762137;0.655259126;0.99995239
Coq10a;ENSMUSG00000039914;15.00462806;-0.196344277;0.655323784;0.99995239
Cpt2;ENSMUSG00000028607;14.5861723;-0.19993218;0.655362864;0.99995239
Zic2;ENSMUSG00000061524;24.68889;-0.140838893;0.655454543;0.99995239
Erh;ENSMUSG00000021131;110.4723214;-0.040316673;0.65547052;0.99995239
1700037C18Rik;ENSMUSG00000005983;3.287866707;-0.500357473;0.65560454;0.99995239
Hrh1;ENSMUSG00000053004;1.853161235;-0.70881798;0.655618469;0.99995239
Gm26672;ENSMUSG00000097330;1.853161235;-0.70881798;0.655618469;0.99995239
Samd4b;ENSMUSG00000109336;122.7868767;-0.035693179;0.655736248;0.99995239
Slc38a9;ENSMUSG00000047789;20.86300874;0.237918242;0.655819597;0.99995239
Rptor;ENSMUSG00000025583;66.1757899;-0.066161276;0.655845949;0.99995239
1500002C15Rik;ENSMUSG00000096221;3.646543075;0.484565994;0.655919252;0.99995239
Ctsh;ENSMUSG00000032359;3.646543075;0.484565994;0.655919252;0.99995239
Cnppd1;ENSMUSG00000033159;33.6557992;-0.112878538;0.655939937;0.99995239
Rttn;ENSMUSG00000023066;18.71095053;0.248141233;0.655990603;0.99995239
Usp54;ENSMUSG00000034235;58.3446892;-0.073596447;0.656029355;0.99995239
Sqstm1;ENSMUSG00000015837;510.0975747;0.086502064;0.656129649;0.99995239
Col16a1;ENSMUSG00000040690;53.08410247;0.167953358;0.656226626;0.99995239
Tyms;ENSMUSG00000025747;92.77762053;0.138920689;0.65623903;0.99995239
Dleu2;ENSMUSG00000097589;21.99881724;0.232778294;0.656353727;0.99995239
9130017K11Rik;ENSMUSG00000055134;2.271616997;-0.62403756;0.656423953;0.99995239
Cramp1l;ENSMUSG00000038002;59.77939467;0.161013954;0.656495498;0.99995239
Btbd3;ENSMUSG00000062098;21.2814645;0.235619364;0.656648176;0.99995239
Rubcnl;ENSMUSG00000034959;1.673823051;0.670684165;0.656801066;0.99995239
Pdk2;ENSMUSG00000038967;18.05337719;0.251099534;0.656885394;0.99995239
Cfdp1;ENSMUSG00000031954;118.3034221;0.12834507;0.656999479;0.99995239
Il17rc;ENSMUSG00000030281;71.91461179;-0.061043178;0.657085849;0.99995239
Zmiz1os1;ENSMUSG00000087535;1.195587893;0.771447142;0.657133468;0.99995239
Pdhb;ENSMUSG00000021748;79.02835975;-0.055962704;0.657139375;0.99995239
Rbm14;ENSMUSG00000006456;40.3510914;-0.098082926;0.657191852;0.99995239
Ndrg3;ENSMUSG00000027634;133.8460647;0.12348635;0.657197611;0.99995239
Pop5;ENSMUSG00000060152;23.85197847;-0.143147513;0.657197816;0.99995239
Etfb;ENSMUSG00000004610;2.032499419;0.617347108;0.657297618;0.99995239
Pfdn2;ENSMUSG00000006412;74.24600818;-0.059230288;0.657301313;0.99995239
Nup153;ENSMUSG00000021374;148.9702515;-0.027601569;0.657361373;0.99995239
Arl14epl;ENSMUSG00000073568;1.853161235;0.641679267;0.657362134;0.99995239
Kirrel3;ENSMUSG00000032036;3.347646102;-0.491587264;0.657413191;0.99995239
Csnk1g3;ENSMUSG00000073563;54.9970431;0.165423026;0.657465984;0.99995239
Msra;ENSMUSG00000054733;12.01565833;0.294766357;0.657595697;0.99995239
Dock6;ENSMUSG00000032198;38.49793017;-0.101404953;0.657649616;0.99995239
Riox2;ENSMUSG00000022724;23.5530815;-0.144012732;0.657811124;0.99995239
2210406O10Rik;ENSMUSG00000039563;4.901910363;-0.38970765;0.657860098;0.99995239
Pinx1;ENSMUSG00000021958;7.412644939;-0.30282562;0.657877342;0.99995239
Mgea5;ENSMUSG00000025220;172.5831124;-0.022120489;0.657970177;0.99995239
Dgka;ENSMUSG00000025357;11.71676136;0.297425078;0.658065264;0.99995239
Faim;ENSMUSG00000032463;19.78697964;-0.161834952;0.658116401;0.99995239
Sec23b;ENSMUSG00000027429;76.2785076;-0.057455818;0.658278733;0.99995239
Lsm10;ENSMUSG00000050188;7.472424334;-0.300867063;0.658280974;0.99995239
Ypel1;ENSMUSG00000022773;7.472424334;-0.300867063;0.658280974;0.99995239
C130071C03Rik;ENSMUSG00000050334;9.265806174;0.32680593;0.658501875;0.99995239
Ulk2;ENSMUSG00000004798;23.19440513;-0.145081146;0.658540007;0.99995239
Hmgb3;ENSMUSG00000015217;6.037718862;-0.342443824;0.658558978;0.99995239
Gjb4;ENSMUSG00000046623;6.037718862;-0.342443824;0.658558978;0.99995239
Phf20l1;ENSMUSG00000072501;172.1048773;0.114214927;0.658766551;0.99995239
Mtch2;ENSMUSG00000027282;114.7166584;0.129098975;0.65893772;0.99995239
Uevld;ENSMUSG00000043262;18.89028872;0.24537833;0.659047076;0.99995239
Smarcd1;ENSMUSG00000023018;36.22631317;-0.105404627;0.659086104;0.99995239
Tprgl;ENSMUSG00000029030;44.47586963;-0.090187766;0.659101114;0.99995239
Vangl1;ENSMUSG00000027860;16.08065717;0.261378809;0.659116359;0.99995239
Nat6;ENSMUSG00000079334;7.651762518;-0.295190051;0.659436858;0.99995239
Zfp574;ENSMUSG00000045252;18.83050932;-0.166304417;0.659510012;0.99995239
01-mars;ENSMUSG00000036469;2.331396392;-0.607064481;0.659528649;0.99995239
Unk;ENSMUSG00000020770;46.92682482;0.174180131;0.659562201;0.99995239
Stxbp4;ENSMUSG00000020546;62.34990864;-0.068274244;0.659571877;0.99995239
Hlcs;ENSMUSG00000040820;30.18859431;-0.120051403;0.659684789;0.99995239
4930562C15Rik;ENSMUSG00000022518;5.021469152;-0.381404346;0.659686282;0.99995239
Gm19221;ENSMUSG00000113491;6.456174624;0.378016099;0.659704039;0.99995239
Ube2f;ENSMUSG00000034343;47.28550118;-0.085698147;0.659705136;0.99995239
Dcaf12;ENSMUSG00000028436;68.3876275;0.152672421;0.659721466;0.99995239
Cops7b;ENSMUSG00000026240;22.59661119;-0.146939092;0.659736221;0.99995239
Mpv17l;ENSMUSG00000022679;18.65117114;-0.167195129;0.659755563;0.99995239
Atp8b5;ENSMUSG00000028457;1.912940629;-0.684232342;0.659765343;0.99995239
Gm38250;ENSMUSG00000104168;1.912940629;-0.684232342;0.659765343;0.99995239
Snapc2;ENSMUSG00000011837;22.53683179;-0.147130444;0.659854481;0.99995239
Cdh17;ENSMUSG00000028217;4.423675206;0.441917324;0.660183711;0.99995239
Epor;ENSMUSG00000006235;1.374926077;0.721816374;0.660226881;0.99995239
Gopc;ENSMUSG00000019861;59.54027709;-0.070767412;0.660231684;0.99995239
C8g;ENSMUSG00000015083;2.450955181;0.565898231;0.660437931;0.99995239
Safb;ENSMUSG00000071054;143.7694442;-0.028180151;0.660598544;0.99995239
Tmem250-ps;ENSMUSG00000087679;33.83513738;-0.110072337;0.660604672;0.99995239
Rbm8a;ENSMUSG00000038374;94.98945813;0.136604172;0.660753002;0.99995239
1700008J07Rik;ENSMUSG00000101225;3.467204891;-0.475099141;0.660828656;0.99995239
Cep120;ENSMUSG00000048799;31.20484402;0.201605928;0.660881181;0.99995239
Tbc1d2;ENSMUSG00000039813;7.950659491;-0.286342149;0.661191917;0.99995239
A730017L22Rik;ENSMUSG00000085566;10.99940862;-0.233789506;0.661263193;0.99995239
Gm9825;ENSMUSG00000096403;21.75969966;-0.149716177;0.66136722;0.99995239
Ddt;ENSMUSG00000001666;6.336615835;-0.328736788;0.661523922;0.99995239
Mrpl57;ENSMUSG00000021967;11.1787468;-0.231126802;0.661575592;0.99995239
Gm13372;ENSMUSG00000086560;2.271616997;0.582413318;0.661647588;0.99995239
Otulin;ENSMUSG00000046034;33.41668162;-0.110497096;0.661746298;0.99995239
Slc4a7;ENSMUSG00000021733;173.8982591;0.113240825;0.6618101;0.99995239
Lgals8;ENSMUSG00000057554;46.74748663;0.173512344;0.661880843;0.99995239
Zfp553;ENSMUSG00000045598;19.78697964;0.239263356;0.661963032;0.99995239
Ttc39b;ENSMUSG00000038172;102.5216619;0.132926337;0.662130287;0.99995239
Kif3c;ENSMUSG00000020668;47.64417755;0.172234937;0.662153616;0.99995239
Virma;ENSMUSG00000040720;167.9203196;-0.022121003;0.662330362;0.99995239
Stxbp5;ENSMUSG00000019790;48.54086847;0.171003655;0.662394945;0.99995239
Gm43604;ENSMUSG00000105349;2.391175787;-0.591122937;0.662470952;0.99995239
